,data,domain,cat
8451,sketch/guitar/n02676566_307-5.png,sketch,guitar
4095,cartoon/person/pic_320.jpg,cartoon,person
1697,art_painting/person/pic_099.jpg,art_painting,person
5837,photo/person/253_0195.jpg,photo,person
2108,cartoon/dog/pic_071.jpg,cartoon,dog
5427,photo/house/pic_084.jpg,photo,house
4097,cartoon/person/pic_368.jpg,cartoon,person
4445,photo/dog/056_0062.jpg,photo,dog
6188,sketch/dog/n02103406_1599-4.png,sketch,dog
5886,photo/person/253_0247.jpg,photo,person
2685,cartoon/elephant/pic_250.jpg,cartoon,elephant
6798,sketch/dog/n02109525_7874-2.png,sketch,dog
3750,cartoon/house/pic_064.jpg,cartoon,house
9701,sketch/horse/n02374451_468-8.png,sketch,horse
607,art_painting/elephant/pic_232.jpg,art_painting,elephant
9799,sketch/house/8848.png,sketch,house
2746,cartoon/elephant/pic_325.jpg,cartoon,elephant
9224,sketch/horse/n02374451_13159-6.png,sketch,horse
9988,sketch/person/12238.png,sketch,person
1482,art_painting/house/pic_197.jpg,art_painting,house
691,art_painting/giraffe/pic_062.jpg,art_painting,giraffe
8854,sketch/guitar/n03272010_9858-4.png,sketch,guitar
4748,photo/elephant/n02503517_6032.jpg,photo,elephant
2102,cartoon/dog/pic_063.jpg,cartoon,dog
5318,photo/horse/n02374451_2478.jpg,photo,horse
3062,cartoon/giraffe/pic_177.jpg,cartoon,giraffe
3448,cartoon/horse/pic_079.jpg,cartoon,horse
9041,sketch/horse/n02374451_10099-2.png,sketch,horse
4502,photo/dog/n02103406_3255.jpg,photo,dog
4885,photo/giraffe/n02439033_11130.jpg,photo,giraffe
9552,sketch/horse/n02374451_468-6.png,sketch,horse
3876,cartoon/house/pic_220.jpg,cartoon,house
3535,cartoon/horse/pic_171.jpg,cartoon,horse
3605,cartoon/horse/pic_256.jpg,cartoon,horse
5747,photo/person/253_0100.jpg,photo,person
4995,photo/guitar/063_0038.jpg,photo,guitar
849,art_painting/giraffe/pic_232.jpg,art_painting,giraffe
8557,sketch/guitar/n02676566_7385-2.png,sketch,guitar
7536,sketch/elephant/n02503517_9154-6.png,sketch,elephant
6954,sketch/elephant/n02503517_10259-6.png,sketch,elephant
4058,cartoon/person/pic_077.jpg,cartoon,person
3752,cartoon/house/pic_066.jpg,cartoon,house
4734,photo/elephant/n02503517_3808.jpg,photo,elephant
9221,sketch/horse/n02374451_13159-3.png,sketch,horse
2593,cartoon/elephant/pic_148.jpg,cartoon,elephant
7588,sketch/giraffe/7374.png,sketch,giraffe
4021,cartoon/person/pic_037.jpg,cartoon,person
2394,cartoon/dog/pic_398.jpg,cartoon,dog
7095,sketch/elephant/n02503517_2547-7.png,sketch,elephant
5405,photo/house/pic_059.jpg,photo,house
9511,sketch/horse/n02374451_3388-7.png,sketch,horse
497,art_painting/elephant/pic_115.jpg,art_painting,elephant
8500,sketch/guitar/n02676566_5735-1.png,sketch,guitar
6780,sketch/dog/n02109525_5583-6.png,sketch,dog
5388,photo/house/pic_042.jpg,photo,house
3940,cartoon/house/pic_302.jpg,cartoon,house
1415,art_painting/house/pic_115.jpg,art_painting,house
6985,sketch/elephant/n02503517_10528-2.png,sketch,elephant
2311,cartoon/dog/pic_296.jpg,cartoon,dog
3503,cartoon/horse/pic_128.jpg,cartoon,horse
7132,sketch/elephant/n02503517_3037-6.png,sketch,elephant
8171,sketch/giraffe/n02439033_2500-5.png,sketch,giraffe
3729,cartoon/house/pic_039.jpg,cartoon,house
6374,sketch/dog/n02103406_5456-2.png,sketch,dog
6874,sketch/elephant/5962.png,sketch,elephant
9208,sketch/horse/n02374451_13132-1.png,sketch,horse
5151,photo/horse/105_0002.jpg,photo,horse
9458,sketch/horse/n02374451_17634-3.png,sketch,horse
2707,cartoon/elephant/pic_275.jpg,cartoon,elephant
5073,photo/guitar/063_0120.jpg,photo,guitar
7723,sketch/giraffe/n02439033_10803-2.png,sketch,giraffe
2326,cartoon/dog/pic_316.jpg,cartoon,dog
3483,cartoon/horse/pic_315.jpg,cartoon,horse
8907,sketch/guitar/n03467517_23229-5.png,sketch,guitar
9507,sketch/horse/n02374451_3388-2.png,sketch,horse
4075,cartoon/person/pic_097.jpg,cartoon,person
292,art_painting/dog/pic_316.jpg,art_painting,dog
544,art_painting/elephant/pic_165.jpg,art_painting,elephant
5084,photo/guitar/n02676566_4469.jpg,photo,guitar
9016,sketch/horse/n02374451_10081-4.png,sketch,horse
5752,photo/person/253_0105.jpg,photo,person
5279,photo/horse/n02374451_10331.jpg,photo,horse
1621,art_painting/person/pic_025.jpg,art_painting,person
6549,sketch/dog/n02106662_13912-2.png,sketch,dog
9243,sketch/horse/n02374451_13718-1.png,sketch,horse
3127,cartoon/giraffe/pic_252.jpg,cartoon,giraffe
956,art_painting/guitar/pic_039.jpg,art_painting,guitar
1462,art_painting/house/pic_169.jpg,art_painting,house
786,art_painting/giraffe/pic_154.jpg,art_painting,giraffe
2994,cartoon/giraffe/pic_128.jpg,cartoon,giraffe
8189,sketch/giraffe/n02439033_3944-6.png,sketch,giraffe
4648,photo/elephant/064_0078.jpg,photo,elephant
1876,art_painting/person/pic_329.jpg,art_painting,person
4040,cartoon/person/pic_057.jpg,cartoon,person
8453,sketch/guitar/n02676566_330-2.png,sketch,guitar
3659,cartoon/horse/pic_319.jpg,cartoon,horse
8930,sketch/guitar/n03467517_8929-1.png,sketch,guitar
4129,cartoon/person/pic_141.jpg,cartoon,person
2988,cartoon/giraffe/pic_106.jpg,cartoon,giraffe
9790,sketch/house/8838.png,sketch,house
9796,sketch/house/8845.png,sketch,house
7592,sketch/giraffe/7378.png,sketch,giraffe
1233,art_painting/horse/pic_146.jpg,art_painting,horse
5858,photo/person/253_0218.jpg,photo,person
4201,cartoon/person/pic_234.jpg,cartoon,person
9400,sketch/horse/n02374451_2248-2.png,sketch,horse
5708,photo/person/253_0198.jpg,photo,person
2324,cartoon/dog/pic_314.jpg,cartoon,dog
4921,photo/giraffe/n02439033_14609.jpg,photo,giraffe
42,art_painting/dog/pic_046.jpg,art_painting,dog
6162,sketch/dog/n02103406_3255-2.png,sketch,dog
9468,sketch/horse/n02374451_2733-4.png,sketch,horse
2262,cartoon/dog/pic_234.jpg,cartoon,dog
3967,cartoon/house/pic_336.jpg,cartoon,house
6228,sketch/dog/n02103406_3108-2.png,sketch,dog
1941,art_painting/person/pic_423.jpg,art_painting,person
206,art_painting/dog/pic_221.jpg,art_painting,dog
2053,cartoon/dog/pic_007.jpg,cartoon,dog
2038,art_painting/person/pic_563.jpg,art_painting,person
9971,sketch/person/12221.png,sketch,person
5163,photo/horse/105_0029.jpg,photo,horse
2945,cartoon/giraffe/pic_058.jpg,cartoon,giraffe
555,art_painting/elephant/pic_176.jpg,art_painting,elephant
3768,cartoon/house/pic_090.jpg,cartoon,house
1703,art_painting/person/pic_245.jpg,art_painting,person
1884,art_painting/person/pic_338.jpg,art_painting,person
1811,art_painting/person/pic_247.jpg,art_painting,person
745,art_painting/giraffe/pic_108.jpg,art_painting,giraffe
2424,cartoon/dog/pic_437.jpg,cartoon,dog
1910,art_painting/person/pic_377.jpg,art_painting,person
9258,sketch/horse/n02374451_14233-2.png,sketch,horse
4949,photo/giraffe/n02439033_628.jpg,photo,giraffe
4176,cartoon/person/pic_203.jpg,cartoon,person
8224,sketch/giraffe/n02439033_6552-1.png,sketch,giraffe
3409,cartoon/horse/pic_036.jpg,cartoon,horse
2923,cartoon/giraffe/pic_032.jpg,cartoon,giraffe
7819,sketch/giraffe/n02439033_11666-3.png,sketch,giraffe
7357,sketch/elephant/n02503517_6232-5.png,sketch,elephant
7983,sketch/giraffe/n02439033_14580-10.png,sketch,giraffe
8628,sketch/guitar/n02676566_9254-2.png,sketch,guitar
1551,art_painting/house/pic_283.jpg,art_painting,house
5436,photo/house/pic_093.jpg,photo,house
2260,cartoon/dog/pic_232.jpg,cartoon,dog
1989,art_painting/person/pic_497.jpg,art_painting,person
598,art_painting/elephant/pic_222.jpg,art_painting,elephant
6975,sketch/elephant/n02503517_10439-8.png,sketch,elephant
8772,sketch/guitar/n03272010_6799-4.png,sketch,guitar
1862,art_painting/person/pic_312.jpg,art_painting,person
1686,art_painting/person/pic_113.jpg,art_painting,person
9900,sketch/person/12153.png,sketch,person
639,art_painting/giraffe/pic_007.jpg,art_painting,giraffe
2365,cartoon/dog/pic_361.jpg,cartoon,dog
9885,sketch/person/12137.png,sketch,person
2866,cartoon/elephant/pic_469.jpg,cartoon,elephant
6202,sketch/dog/n02103406_2706-1.png,sketch,dog
4887,photo/giraffe/n02439033_11273.jpg,photo,giraffe
8675,sketch/guitar/n03272010_11646-5.png,sketch,guitar
6994,sketch/elephant/n02503517_10778-1.png,sketch,elephant
291,art_painting/dog/pic_315.jpg,art_painting,dog
6561,sketch/dog/n02106662_18402-3.png,sketch,dog
9784,sketch/house/8832.png,sketch,house
6789,sketch/dog/n02109525_6693-4.png,sketch,dog
9246,sketch/horse/n02374451_13718-4.png,sketch,horse
7403,sketch/elephant/n02503517_7031-7.png,sketch,elephant
4209,cartoon/person/pic_243.jpg,cartoon,person
5574,photo/house/pic_230.jpg,photo,house
6833,sketch/dog/n02109525_7874-6.png,sketch,dog
6604,sketch/dog/n02106662_1922-1.png,sketch,dog
9787,sketch/house/8835.png,sketch,house
538,art_painting/elephant/pic_158.jpg,art_painting,elephant
6499,sketch/dog/n02103406_8362-5.png,sketch,dog
7368,sketch/elephant/n02503517_86-3.png,sketch,elephant
1469,art_painting/house/pic_180.jpg,art_painting,house
1501,art_painting/house/pic_221.jpg,art_painting,house
5927,photo/person/253_0291.jpg,photo,person
8368,sketch/guitar/7643.png,sketch,guitar
8432,sketch/guitar/n02676566_12344-5.png,sketch,guitar
3742,cartoon/house/pic_053.jpg,cartoon,house
8560,sketch/guitar/n02676566_7385-5.png,sketch,guitar
9028,sketch/horse/8540.png,sketch,horse
5929,photo/person/253_0293.jpg,photo,person
954,art_painting/guitar/pic_037.jpg,art_painting,guitar
7986,sketch/giraffe/n02439033_14580-4.png,sketch,giraffe
5741,photo/person/253_0094.jpg,photo,person
9307,sketch/horse/n02374451_15440-4.png,sketch,horse
6333,sketch/dog/n02103406_4068-3.png,sketch,dog
893,art_painting/giraffe/pic_282.jpg,art_painting,giraffe
4381,cartoon/person/pic_448.jpg,cartoon,person
487,art_painting/elephant/pic_105.jpg,art_painting,elephant
5159,photo/horse/105_0018.jpg,photo,horse
3489,cartoon/horse/pic_112.jpg,cartoon,horse
5426,photo/house/pic_083.jpg,photo,house
2372,cartoon/dog/pic_371.jpg,cartoon,dog
7250,sketch/elephant/n02503517_5420-4.png,sketch,elephant
6787,sketch/dog/n02109525_6693-2.png,sketch,dog
2503,cartoon/elephant/pic_073.jpg,cartoon,elephant
2821,cartoon/elephant/pic_412.jpg,cartoon,elephant
342,art_painting/dog/pic_374.jpg,art_painting,dog
7057,sketch/elephant/n02503517_184-7.png,sketch,elephant
4518,photo/dog/n02103406_5456.jpg,photo,dog
8976,sketch/horse/8522.png,sketch,horse
7626,sketch/giraffe/7414.png,sketch,giraffe
9279,sketch/horse/n02374451_1443-2.png,sketch,horse
3573,cartoon/horse/pic_220.jpg,cartoon,horse
328,art_painting/dog/pic_355.jpg,art_painting,dog
4246,cartoon/person/pic_287.jpg,cartoon,person
2650,cartoon/elephant/pic_212.jpg,cartoon,elephant
5876,photo/person/253_0237.jpg,photo,person
5233,photo/horse/105_0154.jpg,photo,horse
3726,cartoon/house/pic_034.jpg,cartoon,house
4024,cartoon/person/pic_040.jpg,cartoon,person
716,art_painting/giraffe/pic_091.jpg,art_painting,giraffe
7522,sketch/elephant/n02503517_9043-1.png,sketch,elephant
4281,cartoon/person/pic_331.jpg,cartoon,person
7164,sketch/elephant/n02503517_3803-6.png,sketch,elephant
2996,cartoon/giraffe/pic_176.jpg,cartoon,giraffe
1729,art_painting/person/pic_145.jpg,art_painting,person
9747,sketch/horse/n02374451_9892-4.png,sketch,horse
2491,cartoon/elephant/pic_060.jpg,cartoon,elephant
7561,sketch/elephant/n02503517_9421-5.png,sketch,elephant
8866,sketch/guitar/n03467517_17233-3.png,sketch,guitar
8717,sketch/guitar/n03272010_5887-1.png,sketch,guitar
7212,sketch/elephant/n02503517_4605-3.png,sketch,elephant
8960,sketch/horse/8505.png,sketch,horse
1911,art_painting/person/pic_378.jpg,art_painting,person
1843,art_painting/person/pic_287.jpg,art_painting,person
8798,sketch/guitar/n03272010_7383-2.png,sketch,guitar
213,art_painting/dog/pic_229.jpg,art_painting,dog
8515,sketch/guitar/n02676566_6430-2.png,sketch,guitar
6055,photo/person/253_0429.jpg,photo,person
4170,cartoon/person/pic_195.jpg,cartoon,person
6576,sketch/dog/n02106662_18922-2.png,sketch,dog
4997,photo/guitar/063_0040.jpg,photo,guitar
5320,photo/horse/n02374451_2616.jpg,photo,horse
1771,art_painting/person/pic_197.jpg,art_painting,person
6026,photo/person/253_0398.jpg,photo,person
887,art_painting/giraffe/pic_276.jpg,art_painting,giraffe
4865,photo/giraffe/084_0079.jpg,photo,giraffe
7230,sketch/elephant/n02503517_5267-5.png,sketch,elephant
6717,sketch/dog/n02109525_10297-4.png,sketch,dog
9049,sketch/horse/n02374451_10118-1.png,sketch,horse
1996,art_painting/person/pic_507.jpg,art_painting,person
1230,art_painting/horse/pic_143.jpg,art_painting,horse
5990,photo/person/253_0357.jpg,photo,person
6507,sketch/dog/n02103406_8421-5.png,sketch,dog
3252,cartoon/guitar/pic_016.jpg,cartoon,guitar
6558,sketch/dog/n02106662_15858-6.png,sketch,dog
1070,art_painting/guitar/pic_162.jpg,art_painting,guitar
7107,sketch/elephant/n02503517_2804-5.png,sketch,elephant
5568,photo/house/pic_222.jpg,photo,house
8181,sketch/giraffe/n02439033_376-3.png,sketch,giraffe
7062,sketch/elephant/n02503517_1852-4.png,sketch,elephant
9130,sketch/horse/n02374451_12200-2.png,sketch,horse
72,art_painting/dog/pic_080.jpg,art_painting,dog
2649,cartoon/elephant/pic_211.jpg,cartoon,elephant
6596,sketch/dog/n02106662_18922-9.png,sketch,dog
8344,sketch/guitar/7617.png,sketch,guitar
5349,photo/horse/n02374451_9892.jpg,photo,horse
1847,art_painting/person/pic_292.jpg,art_painting,person
5573,photo/house/pic_229.jpg,photo,house
4383,cartoon/person/pic_450.jpg,cartoon,person
8816,sketch/guitar/n03272010_9557-1.png,sketch,guitar
3368,cartoon/guitar/pic_146.jpg,cartoon,guitar
556,art_painting/elephant/pic_177.jpg,art_painting,elephant
6198,sketch/dog/n02103406_2209-5.png,sketch,dog
1125,art_painting/horse/pic_031.jpg,art_painting,horse
1394,art_painting/house/pic_105.jpg,art_painting,house
6622,sketch/dog/n02106662_2377-1.png,sketch,dog
8015,sketch/giraffe/n02439033_14781-1.png,sketch,giraffe
5798,photo/person/253_0154.jpg,photo,person
4273,cartoon/person/pic_323.jpg,cartoon,person
2177,cartoon/dog/pic_129.jpg,cartoon,dog
5195,photo/horse/105_0099.jpg,photo,horse
8367,sketch/guitar/7642.png,sketch,guitar
8637,sketch/guitar/n02676566_9577-2.png,sketch,guitar
8059,sketch/giraffe/n02439033_15005-7.png,sketch,giraffe
5476,photo/house/pic_122.jpg,photo,house
5505,photo/house/pic_154.jpg,photo,house
9112,sketch/horse/n02374451_11894-6.png,sketch,horse
2153,cartoon/dog/pic_254.jpg,cartoon,dog
5811,photo/person/253_0168.jpg,photo,person
4378,cartoon/person/pic_445.jpg,cartoon,person
5862,photo/person/253_0222.jpg,photo,person
1799,art_painting/person/pic_231.jpg,art_painting,person
375,art_painting/dog/pic_412.jpg,art_painting,dog
6698,sketch/dog/n02106662_8870-2.png,sketch,dog
4641,photo/elephant/064_0071.jpg,photo,elephant
3920,cartoon/house/pic_277.jpg,cartoon,house
2559,cartoon/elephant/pic_110.jpg,cartoon,elephant
1888,art_painting/person/pic_345.jpg,art_painting,person
5257,photo/horse/105_0207.jpg,photo,horse
8923,sketch/guitar/n03467517_6423-5.png,sketch,guitar
2408,cartoon/dog/pic_420.jpg,cartoon,dog
1311,art_painting/house/pic_008.jpg,art_painting,house
8836,sketch/guitar/n03467517_12925-1.png,sketch,guitar
1056,art_painting/guitar/pic_145.jpg,art_painting,guitar
3795,cartoon/house/pic_047.jpg,cartoon,house
491,art_painting/elephant/pic_109.jpg,art_painting,elephant
9305,sketch/horse/n02374451_15440-2.png,sketch,horse
2005,art_painting/person/pic_521.jpg,art_painting,person
4536,photo/dog/n02106662_10406.jpg,photo,dog
6760,sketch/dog/n02109525_3782-1.png,sketch,dog
9665,sketch/horse/n02374451_8526-6.png,sketch,horse
2320,cartoon/dog/pic_309.jpg,cartoon,dog
8514,sketch/guitar/n02676566_6430-1.png,sketch,guitar
2884,cartoon/elephant/pic_493.jpg,cartoon,elephant
2112,cartoon/dog/pic_076.jpg,cartoon,dog
5077,photo/guitar/n02676566_1324.jpg,photo,guitar
2604,cartoon/elephant/pic_160.jpg,cartoon,elephant
1155,art_painting/horse/pic_065.jpg,art_painting,horse
2512,cartoon/elephant/pic_082.jpg,cartoon,elephant
3566,cartoon/horse/pic_212.jpg,cartoon,horse
9383,sketch/horse/n02374451_18570-4.png,sketch,horse
1676,art_painting/person/pic_101.jpg,art_painting,person
8673,sketch/guitar/n03272010_11646-2.png,sketch,guitar
1089,art_painting/guitar/pic_186.jpg,art_painting,guitar
4940,photo/giraffe/n02439033_221.jpg,photo,giraffe
6139,sketch/dog/5360.png,sketch,dog
7295,sketch/elephant/n02503517_6043-6.png,sketch,elephant
8674,sketch/guitar/n03272010_11646-4.png,sketch,guitar
7111,sketch/elephant/n02503517_2925-3.png,sketch,elephant
9360,sketch/horse/n02374451_17384-8.png,sketch,horse
5543,photo/house/pic_195.jpg,photo,house
1325,art_painting/house/pic_024.jpg,art_painting,house
9430,sketch/horse/n02374451_257-7.png,sketch,horse
2858,cartoon/elephant/pic_460.jpg,cartoon,elephant
5555,photo/house/pic_208.jpg,photo,house
8538,sketch/guitar/n02676566_6864-1.png,sketch,guitar
4370,cartoon/person/pic_436.jpg,cartoon,person
5724,photo/person/253_0076.jpg,photo,person
4524,photo/dog/n02103406_6530.jpg,photo,dog
6792,sketch/dog/n02109525_704-2.png,sketch,dog
3618,cartoon/horse/pic_270.jpg,cartoon,horse
5334,photo/horse/n02374451_54.jpg,photo,horse
692,art_painting/giraffe/pic_063.jpg,art_painting,giraffe
8000,sketch/giraffe/n02439033_14609-1.png,sketch,giraffe
2955,cartoon/giraffe/pic_069.jpg,cartoon,giraffe
1083,art_painting/guitar/pic_178.jpg,art_painting,guitar
1101,art_painting/guitar/pic_199.jpg,art_painting,guitar
1323,art_painting/house/pic_022.jpg,art_painting,house
5598,photo/house/pic_257.jpg,photo,house
9001,sketch/horse/8548.png,sketch,horse
4313,cartoon/person/pic_372.jpg,cartoon,person
7375,sketch/elephant/n02503517_6661-5.png,sketch,elephant
263,art_painting/dog/pic_284.jpg,art_painting,dog
1589,art_painting/house/pic_330.jpg,art_painting,house
4556,photo/dog/n02106662_466.jpg,photo,dog
6389,sketch/dog/n02103406_5563-3.png,sketch,dog
5067,photo/guitar/063_0114.jpg,photo,guitar
2157,cartoon/dog/pic_344.jpg,cartoon,dog
3195,cartoon/giraffe/pic_335.jpg,cartoon,giraffe
9845,sketch/person/12095.png,sketch,person
4397,photo/dog/056_0006.jpg,photo,dog
3548,cartoon/horse/pic_187.jpg,cartoon,horse
5218,photo/horse/105_0140.jpg,photo,horse
8165,sketch/giraffe/n02439033_2486-5.png,sketch,giraffe
2048,cartoon/dog/pic_001.jpg,cartoon,dog
7824,sketch/giraffe/n02439033_11683-1.png,sketch,giraffe
184,art_painting/dog/pic_195.jpg,art_painting,dog
7779,sketch/giraffe/n02439033_11328-6.png,sketch,giraffe
7505,sketch/elephant/n02503517_8901-2.png,sketch,elephant
7519,sketch/elephant/n02503517_8938-4.png,sketch,elephant
1489,art_painting/house/pic_207.jpg,art_painting,house
7881,sketch/giraffe/n02439033_12939-2.png,sketch,giraffe
5026,photo/guitar/063_0079.jpg,photo,guitar
6214,sketch/dog/n02103406_2954-5.png,sketch,dog
9276,sketch/horse/n02374451_14425-8.png,sketch,horse
3480,cartoon/horse/pic_249.jpg,cartoon,horse
4616,photo/elephant/064_0042.jpg,photo,elephant
8041,sketch/giraffe/n02439033_14885-1.png,sketch,giraffe
8611,sketch/guitar/n02676566_8859-6.png,sketch,guitar
4441,photo/dog/056_0056.jpg,photo,dog
8651,sketch/guitar/n02676566_9661-6.png,sketch,guitar
2573,cartoon/elephant/pic_126.jpg,cartoon,elephant
227,art_painting/dog/pic_244.jpg,art_painting,dog
3861,cartoon/house/pic_202.jpg,cartoon,house
4437,photo/dog/056_0052.jpg,photo,dog
4889,photo/giraffe/n02439033_11458.jpg,photo,giraffe
1283,art_painting/horse/pic_209.jpg,art_painting,horse
6613,sketch/dog/n02106662_2101-6.png,sketch,dog
9795,sketch/house/8844.png,sketch,house
5992,photo/person/253_0359.jpg,photo,person
7996,sketch/giraffe/n02439033_14600-6.png,sketch,giraffe
5626,photo/house/pic_287.jpg,photo,house
9287,sketch/horse/n02374451_14738-3.png,sketch,horse
9198,sketch/horse/n02374451_12792-7.png,sketch,horse
2433,cartoon/dog/pic_446.jpg,cartoon,dog
74,art_painting/dog/pic_082.jpg,art_painting,dog
7720,sketch/giraffe/n02439033_10802-7.png,sketch,giraffe
1827,art_painting/person/pic_266.jpg,art_painting,person
4629,photo/elephant/064_0057.jpg,photo,elephant
6182,sketch/dog/n02103406_13049-3.png,sketch,dog
3555,cartoon/horse/pic_195.jpg,cartoon,horse
6410,sketch/dog/n02103406_6461-7.png,sketch,dog
2846,cartoon/elephant/pic_446.jpg,cartoon,elephant
1987,art_painting/person/pic_495.jpg,art_painting,person
9143,sketch/horse/n02374451_12230-3.png,sketch,horse
3394,cartoon/horse/pic_021.jpg,cartoon,horse
1281,art_painting/horse/pic_206.jpg,art_painting,horse
2271,cartoon/dog/pic_246.jpg,cartoon,dog
6910,sketch/elephant/6000.png,sketch,elephant
2692,cartoon/elephant/pic_258.jpg,cartoon,elephant
1807,art_painting/person/pic_241.jpg,art_painting,person
7457,sketch/elephant/n02503517_8137-1.png,sketch,elephant
5417,photo/house/pic_073.jpg,photo,house
6388,sketch/dog/n02103406_5563-2.png,sketch,dog
6517,sketch/dog/n02103406_865-8.png,sketch,dog
8373,sketch/guitar/7648.png,sketch,guitar
9121,sketch/horse/n02374451_12128-7.png,sketch,horse
633,art_painting/elephant/pic_261.jpg,art_painting,elephant
3908,cartoon/house/pic_263.jpg,cartoon,house
889,art_painting/giraffe/pic_278.jpg,art_painting,giraffe
7685,sketch/giraffe/n02439033_10279-4.png,sketch,giraffe
4088,cartoon/person/pic_154.jpg,cartoon,person
3953,cartoon/house/pic_317.jpg,cartoon,house
3495,cartoon/horse/pic_119.jpg,cartoon,horse
9709,sketch/horse/n02374451_8744-8.png,sketch,horse
6580,sketch/dog/n02103406_5456-9.png,sketch,dog
8325,sketch/giraffe/n02439033_991-8.png,sketch,giraffe
2067,cartoon/dog/pic_023.jpg,cartoon,dog
2965,cartoon/giraffe/pic_080.jpg,cartoon,giraffe
972,art_painting/guitar/pic_060.jpg,art_painting,guitar
3845,cartoon/house/pic_184.jpg,cartoon,house
9076,sketch/horse/n02374451_10809-1.png,sketch,horse
7263,sketch/elephant/n02503517_564-5.png,sketch,elephant
8762,sketch/guitar/n03272010_6727-4.png,sketch,guitar
5000,photo/guitar/063_0045.jpg,photo,guitar
2119,cartoon/dog/pic_083.jpg,cartoon,dog
7061,sketch/elephant/n02503517_1852-3.png,sketch,elephant
7702,sketch/giraffe/n02439033_10491-5.png,sketch,giraffe
5645,photo/person/253_0016.jpg,photo,person
258,art_painting/dog/pic_279.jpg,art_painting,dog
1184,art_painting/horse/pic_098.jpg,art_painting,horse
4468,photo/dog/056_0086.jpg,photo,dog
9907,sketch/person/12161.png,sketch,person
2200,cartoon/dog/pic_163.jpg,cartoon,dog
6572,sketch/dog/n02106662_1874-5.png,sketch,dog
2878,cartoon/elephant/pic_483.jpg,cartoon,elephant
4766,photo/elephant/n02503517_8137.jpg,photo,elephant
1671,art_painting/person/pic_093.jpg,art_painting,person
9500,sketch/horse/n02374451_2846-4.png,sketch,horse
801,art_painting/giraffe/pic_171.jpg,art_painting,giraffe
2161,cartoon/dog/pic_109.jpg,cartoon,dog
4134,cartoon/person/pic_147.jpg,cartoon,person
8676,sketch/guitar/n03272010_12151-1.png,sketch,guitar
3205,cartoon/giraffe/pic_346.jpg,cartoon,giraffe
3198,cartoon/giraffe/pic_339.jpg,cartoon,giraffe
6267,sketch/dog/n02103406_3326-6.png,sketch,dog
9309,sketch/horse/n02374451_15440-6.png,sketch,horse
7181,sketch/elephant/n02503517_4221-2.png,sketch,elephant
4532,photo/dog/n02103406_8362.jpg,photo,dog
8359,sketch/guitar/7633.png,sketch,guitar
6536,sketch/dog/n02106662_10406-4.png,sketch,dog
5901,photo/person/253_0263.jpg,photo,person
5895,photo/person/253_0257.jpg,photo,person
3705,cartoon/house/pic_007.jpg,cartoon,house
9148,sketch/horse/n02374451_12239-2.png,sketch,horse
8010,sketch/giraffe/n02439033_14764-1.png,sketch,giraffe
7182,sketch/elephant/n02503517_4221-3.png,sketch,elephant
5161,photo/horse/105_0025.jpg,photo,horse
1493,art_painting/house/pic_211.jpg,art_painting,house
741,art_painting/giraffe/pic_283.jpg,art_painting,giraffe
121,art_painting/dog/pic_116.jpg,art_painting,dog
8545,sketch/guitar/n02676566_6914-4.png,sketch,guitar
7895,sketch/giraffe/n02439033_13236-3.png,sketch,giraffe
1222,art_painting/horse/pic_133.jpg,art_painting,horse
6812,sketch/dog/n02109525_9037-1.png,sketch,dog
8750,sketch/guitar/n03272010_6718-2.png,sketch,guitar
1373,art_painting/house/pic_079.jpg,art_painting,house
1834,art_painting/person/pic_276.jpg,art_painting,person
2567,cartoon/elephant/pic_118.jpg,cartoon,elephant
7587,sketch/giraffe/7373.png,sketch,giraffe
6509,sketch/dog/n02103406_865-1.png,sketch,dog
1679,art_painting/person/pic_106.jpg,art_painting,person
9891,sketch/person/12144.png,sketch,person
2121,cartoon/dog/pic_085.jpg,cartoon,dog
3403,cartoon/horse/pic_030.jpg,cartoon,horse
5110,photo/guitar/n02676566_9254.jpg,photo,guitar
9474,sketch/horse/n02374451_2743-3.png,sketch,horse
8307,sketch/giraffe/n02439033_9679-3.png,sketch,giraffe
767,art_painting/giraffe/pic_132.jpg,art_painting,giraffe
4353,cartoon/person/pic_417.jpg,cartoon,person
7834,sketch/giraffe/n02439033_11715-5.png,sketch,giraffe
1638,art_painting/person/pic_043.jpg,art_painting,person
2893,cartoon/elephant/pic_505.jpg,cartoon,elephant
5832,photo/person/253_0190.jpg,photo,person
3539,cartoon/horse/pic_176.jpg,cartoon,horse
7842,sketch/giraffe/n02439033_11845-6.png,sketch,giraffe
5785,photo/person/253_0140.jpg,photo,person
399,art_painting/elephant/pic_023.jpg,art_painting,elephant
6278,sketch/dog/n02103406_343-3.png,sketch,dog
515,art_painting/elephant/pic_134.jpg,art_painting,elephant
1726,art_painting/person/pic_141.jpg,art_painting,person
3389,cartoon/horse/pic_015.jpg,cartoon,horse
6497,sketch/dog/n02103406_8362-3.png,sketch,dog
8442,sketch/guitar/n02676566_2380-5.png,sketch,guitar
1440,art_painting/house/pic_144.jpg,art_painting,house
7192,sketch/elephant/n02503517_4247-5.png,sketch,elephant
4912,photo/giraffe/n02439033_14060.jpg,photo,giraffe
2060,cartoon/dog/pic_014.jpg,cartoon,dog
9355,sketch/horse/n02374451_17384-2.png,sketch,horse
9614,sketch/horse/n02374451_6192-1.png,sketch,horse
8618,sketch/guitar/n02676566_9062-3.png,sketch,guitar
